Einkaufspreis;Kanal;Datum;Jahr;Quartal;Monat;Wochentag;Anzahl Bestellungen;Wareneinsatz;Anzahl Artikelstück;Anzahl Bundle;Nettoumsatz;RE1;RE2
 > 50€;partsrunner-ebay;2018-01-11;2018;2018-01-01;2018-01-01;3;17.0;1354.59;19.0;0.0;2039.55;719.66;259.15
10-25€;partsrunner-ebay;2018-01-11;2018;2018-01-01;2018-01-01;3;22.5;452.45;25.0;7.0;837.56;392.23;140.24
25-50€;partsrunner-ebay;2018-01-11;2018;2018-01-01;2018-01-01;3;16.5;748.35;19.0;5.0;1150.89;413.54;127.0
 5-10€;partsrunner-daparto;2018-01-11;2018;2018-01-01;2018-01-01;3;0.5;5.4;1.0;0.0;12.28;6.88;3.69
 > 50€;partsrunner-daparto;2018-01-11;2018;2018-01-01;2018-01-01;3;4.0;215.06;5.0;0.0;314.3;99.24;29.48
10-25€;partsrunner-daparto;2018-01-11;2018;2018-01-01;2018-01-01;3;2.5;59.53;3.0;0.0;99.9;40.37;2.86
25-50€;partsrunner-daparto;2018-01-11;2018;2018-01-01;2018-01-01;3;4.0;116.56;5.0;0.0;185.86;69.3;26.38
 > 50€;teufel-tyre24;2018-01-11;2018;2018-01-01;2018-01-01;3;5.0;320.59;5.0;0.0;450.85;141.51;56.77
10-25€;teufel-tyre24;2018-01-11;2018;2018-01-01;2018-01-01;3;2.0;37.31;2.0;0.0;69.12;31.81;17.75
25-50€;teufel-tyre24;2018-01-11;2018;2018-01-01;2018-01-01;3;2.0;136.66;3.0;0.0;193.51;56.85;21.3
 5-10€;partsrunner-tyre24;2018-01-11;2018;2018-01-01;2018-01-01;3;0.5;9.29;1.0;0.0;19.32;10.03;6.22
10-25€;partsrunner-tyre24;2018-01-11;2018;2018-01-01;2018-01-01;3;0.5;16.91;1.0;0.0;29.78;12.87;7.54
 0- 5€;teufel-shop;2018-01-12;2018;2018-01-01;2018-01-01;4;19.43;195.24;111.0;0.0;797.48;616.28;146.1
 5-10€;teufel-shop;2018-01-12;2018;2018-01-01;2018-01-01;4;27.57;595.15;138.0;0.0;1119.89;543.55;343.8
 > 50€;teufel-shop;2018-01-12;2018;2018-01-01;2018-01-01;4;18.62;2508.56;57.0;0.0;3388.85;969.74;558.9
10-25€;teufel-shop;2018-01-12;2018;2018-01-01;2018-01-01;4;36.24;1574.27;154.0;0.0;2438.21;918.92;541.65
25-50€;teufel-shop;2018-01-12;2018;2018-01-01;2018-01-01;4;28.04;2040.78;85.0;0.0;2854.73;901.5;499.37
 0- 5€;teufel-ebay;2018-01-12;2018;2018-01-01;2018-01-01;4;14.0;15.3;50.0;0.0;53.23;37.93;16.73
 5-10€;teufel-ebay;2018-01-12;2018;2018-01-01;2018-01-01;4;4.0;22.96;4.0;0.0;53.21;33.8;1.21
 > 50€;teufel-ebay;2018-01-12;2018;2018-01-01;2018-01-01;4;16.0;1156.86;31.0;0.0;1740.97;630.78;215.81
10-25€;teufel-ebay;2018-01-12;2018;2018-01-01;2018-01-01;4;10.0;283.47;11.0;8.0;492.63;218.87;56.55
25-50€;teufel-ebay;2018-01-12;2018;2018-01-01;2018-01-01;4;9.0;395.34;9.0;2.0;609.56;214.22;67.37
 5-10€;teufel-daparto;2018-01-12;2018;2018-01-01;2018-01-01;4;0.5;6.96;1.0;0.0;14.95;7.99;4.46
 > 50€;teufel-daparto;2018-01-12;2018;2018-01-01;2018-01-01;4;3.5;289.17;7.0;0.0;403.53;114.36;36.38
10-25€;teufel-daparto;2018-01-12;2018;2018-01-01;2018-01-01;4;3.5;92.08;10.0;0.0;169.7;77.62;38.42
25-50€;teufel-daparto;2018-01-12;2018;2018-01-01;2018-01-01;4;1.5;72.21;2.0;0.0;109.18;36.97;15.47
 0- 5€;partsrunner-shop;2018-01-12;2018;2018-01-01;2018-01-01;4;10.64;79.17;29.0;0.0;283.49;204.32;144.7
 5-10€;partsrunner-shop;2018-01-12;2018;2018-01-01;2018-01-01;4;7.94;128.69;28.0;0.0;238.68;112.04;67.21
 > 50€;partsrunner-shop;2018-01-12;2018;2018-01-01;2018-01-01;4;5.0;478.88;16.0;0.0;653.26;200.4;109.4
10-25€;partsrunner-shop;2018-01-12;2018;2018-01-01;2018-01-01;4;14.2;418.36;32.0;0.0;654.61;242.51;145.53
25-50€;partsrunner-shop;2018-01-12;2018;2018-01-01;2018-01-01;4;10.19;540.9;26.0;0.0;783.0;267.07;145.91
 0- 5€;partsrunner-ebay;2018-01-12;2018;2018-01-01;2018-01-01;4;15.25;8.85;75.0;0.0;33.02;24.17;9.48
 5-10€;partsrunner-ebay;2018-01-12;2018;2018-01-01;2018-01-01;4;3.0;23.7;4.0;1.0;47.53;27.23;0.83
 > 50€;partsrunner-ebay;2018-01-12;2018;2018-01-01;2018-01-01;4;7.0;638.14;7.0;1.0;862.38;257.47;43.89
10-25€;partsrunner-ebay;2018-01-12;2018;2018-01-01;2018-01-01;4;23.0;444.73;26.0;5.0;804.97;369.35;120.42
25-50€;partsrunner-ebay;2018-01-12;2018;2018-01-01;2018-01-01;4;12.75;667.46;16.0;6.0;1063.14;403.93;134.59
 0- 5€;partsrunner-daparto;2018-01-12;2018;2018-01-01;2018-01-01;4;0.33;2.94;1.0;0.0;8.26;5.32;3.19
 5-10€;partsrunner-daparto;2018-01-12;2018;2018-01-01;2018-01-01;4;1.0;9.82;1.0;0.0;20.32;10.5;4.85
25-50€;partsrunner-daparto;2018-01-12;2018;2018-01-01;2018-01-01;4;1.66;54.63;4.0;0.0;73.41;27.22;-3.49
 0- 5€;teufel-tyre24;2018-01-12;2018;2018-01-01;2018-01-01;4;0.0;0.0;0.0;0.0;238.0;238.0;0.0
 > 50€;teufel-tyre24;2018-01-12;2018;2018-01-01;2018-01-01;4;8.0;794.75;12.0;0.0;1082.73;287.98;112.38
10-25€;teufel-tyre24;2018-01-12;2018;2018-01-01;2018-01-01;4;0.5;17.72;1.0;0.0;30.04;12.32;6.95
25-50€;teufel-tyre24;2018-01-12;2018;2018-01-01;2018-01-01;4;2.5;122.93;3.0;0.0;183.81;60.88;29.17
 0- 5€;partsrunner-tyre24;2018-01-12;2018;2018-01-01;2018-01-01;4;1.0;2.91;1.0;0.0;13.83;10.92;6.89
 > 50€;partsrunner-tyre24;2018-01-12;2018;2018-01-01;2018-01-01;4;1.0;168.91;1.0;0.0;225.8;56.89;13.68
25-50€;partsrunner-tyre24;2018-01-12;2018;2018-01-01;2018-01-01;4;1.0;27.94;2.0;0.0;51.47;23.53;11.56
 0- 5€;teufel-shop;2018-01-13;2018;2018-01-01;2018-01-01;5;19.33;237.8;101.0;0.0;682.54;448.59;159.6
 5-10€;teufel-shop;2018-01-13;2018;2018-01-01;2018-01-01;5;16.39;386.03;83.0;0.0;707.45;328.96;199.86
 > 50€;teufel-shop;2018-01-13;2018;2018-01-01;2018-01-01;5;14.84;1906.64;83.0;0.0;2658.66;833.24;511.8
10-25€;teufel-shop;2018-01-13;2018;2018-01-01;2018-01-01;5;32.23;1500.86;146.0;0.0;2308.67;834.98;505.71
25-50€;teufel-shop;2018-01-13;2018;2018-01-01;2018-01-01;5;17.13;1350.72;53.0;0.0;1898.67;563.98;315.81
 0- 5€;teufel-ebay;2018-01-13;2018;2018-01-01;2018-01-01;5;7.0;3.22;23.0;0.0;21.07;20.38;2.52
 5-10€;teufel-ebay;2018-01-13;2018;2018-01-01;2018-01-01;5;6.5;64.36;7.0;3.0;160.56;96.2;39.89
 > 50€;teufel-ebay;2018-01-13;2018;2018-01-01;2018-01-01;5;3.0;256.97;3.0;0.0;364.73;107.76;35.04
10-25€;teufel-ebay;2018-01-13;2018;2018-01-01;2018-01-01;5;13.5;243.13;14.0;1.0;443.5;200.37;63.35
25-50€;teufel-ebay;2018-01-13;2018;2018-01-01;2018-01-01;5;4.0;57.0;4.0;0.0;72.17;38.92;-14.09
 > 50€;teufel-daparto;2018-01-13;2018;2018-01-01;2018-01-01;5;1.0;103.4;1.0;0.0;138.55;35.15;6.14
10-25€;teufel-daparto;2018-01-13;2018;2018-01-01;2018-01-01;5;1.0;16.19;1.0;0.0;29.92;13.73;6.68
 0- 5€;partsrunner-shop;2018-01-13;2018;2018-01-01;2018-01-01;5;6.55;107.81;45.0;0.0;348.09;240.28;70.95
 5-10€;partsrunner-shop;2018-01-13;2018;2018-01-01;2018-01-01;5;8.03;218.5;51.0;0.0;396.35;180.54;118.42
 > 50€;partsrunner-shop;2018-01-13;2018;2018-01-01;2018-01-01;5;4.0;345.57;7.0;0.0;474.18;128.61;77.95
10-25€;partsrunner-shop;2018-01-13;2018;2018-01-01;2018-01-01;5;11.13;416.68;52.0;0.0;666.76;274.14;156.66
25-50€;partsrunner-shop;2018-01-13;2018;2018-01-01;2018-01-01;5;3.25;469.2;16.0;0.0;683.51;214.31;121.79
 0- 5€;partsrunner-ebay;2018-01-13;2018;2018-01-01;2018-01-01;5;11.0;14.13;36.0;1.0;67.45;53.32;26.67
 5-10€;partsrunner-ebay;2018-01-13;2018;2018-01-01;2018-01-01;5;3.0;37.61;3.0;2.0;89.13;51.52;21.06
 > 50€;partsrunner-ebay;2018-01-13;2018;2018-01-01;2018-01-01;5;7.0;680.52;11.0;0.0;988.1;326.62;107.86
10-25€;partsrunner-ebay;2018-01-13;2018;2018-01-01;2018-01-01;5;17.0;283.68;18.0;1.0;461.77;191.77;37.54
25-50€;partsrunner-ebay;2018-01-13;2018;2018-01-01;2018-01-01;5;13.0;549.94;14.0;3.0;858.79;308.85;106.85
 5-10€;partsrunner-daparto;2018-01-13;2018;2018-01-01;2018-01-01;5;1.5;16.13;2.0;0.0;34.42;18.29;9.13
 > 50€;partsrunner-daparto;2018-01-13;2018;2018-01-01;2018-01-01;5;2.0;184.91;7.0;0.0;272.49;87.58;36.86
10-25€;partsrunner-daparto;2018-01-13;2018;2018-01-01;2018-01-01;5;2.5;28.77;3.0;0.0;47.13;24.93;-6.34
25-50€;partsrunner-daparto;2018-01-13;2018;2018-01-01;2018-01-01;5;1.0;38.94;1.0;0.0;58.46;19.52;7.37
 0- 5€;teufel-tyre24;2018-01-13;2018;2018-01-01;2018-01-01;5;0.0;0.0;0.0;0.0;238.0;238.0;0.0
 > 50€;teufel-tyre24;2018-01-13;2018;2018-01-01;2018-01-01;5;2.0;59.22;2.0;0.0;107.36;87.4;34.75
25-50€;teufel-tyre24;2018-01-13;2018;2018-01-01;2018-01-01;5;2.0;89.04;2.0;0.0;132.83;43.79;20.49
 0- 5€;teufel-shop;2018-01-14;2018;2018-01-01;2018-01-01;6;33.13;380.44;160.0;0.0;995.36;622.24;210.33
 5-10€;teufel-shop;2018-01-14;2018;2018-01-01;2018-01-01;6;34.08;951.22;253.0;0.0;1656.93;721.28;426.81
 > 50€;teufel-shop;2018-01-14;2018;2018-01-01;2018-01-01;6;11.57;1949.59;32.0;0.0;2641.68;736.0;438.93
10-25€;teufel-shop;2018-01-14;2018;2018-01-01;2018-01-01;6;49.79;2422.1;238.0;0.0;3750.37;1357.89;792.28
25-50€;teufel-shop;2018-01-14;2018;2018-01-01;2018-01-01;6;27.45;2699.66;121.0;0.0;3868.03;1216.72;711.65
 0- 5€;teufel-ebay;2018-01-14;2018;2018-01-01;2018-01-01;6;21.5;12.66;73.0;0.0;74.48;66.2;0.76
 5-10€;teufel-ebay;2018-01-14;2018;2018-01-01;2018-01-01;6;10.5;66.07;12.0;0.0;159.44;99.59;13.73
 > 50€;teufel-ebay;2018-01-14;2018;2018-01-01;2018-01-01;6;11.0;978.03;12.0;2.0;1445.59;467.56;116.96
10-25€;teufel-ebay;2018-01-14;2018;2018-01-01;2018-01-01;6;14.0;403.91;15.0;7.0;717.97;314.06;110.58
25-50€;teufel-ebay;2018-01-14;2018;2018-01-01;2018-01-01;6;10.0;547.11;10.0;6.0;863.92;327.21;111.63
 0- 5€;teufel-daparto;2018-01-14;2018;2018-01-01;2018-01-01;6;1.0;3.8;1.0;0.0;13.82;10.02;-1.79
 > 50€;teufel-daparto;2018-01-14;2018;2018-01-01;2018-01-01;6;2.0;183.27;3.0;0.0;252.7;69.43;20.54
10-25€;teufel-daparto;2018-01-14;2018;2018-01-01;2018-01-01;6;2.0;34.85;2.0;0.0;63.13;28.28;6.12
25-50€;teufel-daparto;2018-01-14;2018;2018-01-01;2018-01-01;6;3.0;68.81;3.0;0.0;94.77;38.01;-4.51
 0- 5€;partsrunner-shop;2018-01-14;2018;2018-01-01;2018-01-01;6;7.5;95.96;45.0;0.0;251.62;159.08;75.46
 5-10€;partsrunner-shop;2018-01-14;2018;2018-01-01;2018-01-01;6;7.38;219.05;48.0;0.0;397.08;184.38;105.31
 > 50€;partsrunner-shop;2018-01-14;2018;2018-01-01;2018-01-01;6;3.51;499.78;8.0;0.0;684.14;184.36;115.74
10-25€;partsrunner-shop;2018-01-14;2018;2018-01-01;2018-01-01;6;18.23;600.52;72.0;0.0;989.29;406.84;219.34
25-50€;partsrunner-shop;2018-01-14;2018;2018-01-01;2018-01-01;6;7.33;427.42;25.0;0.0;660.82;252.34;154.54
 0- 5€;partsrunner-ebay;2018-01-14;2018;2018-01-01;2018-01-01;6;18.0;17.6;55.0;0.0;76.29;58.69;20.01
 5-10€;partsrunner-ebay;2018-01-14;2018;2018-01-01;2018-01-01;6;8.0;70.87;11.0;0.0;194.72;123.85;60.85
 > 50€;partsrunner-ebay;2018-01-14;2018;2018-01-01;2018-01-01;6;7.0;486.31;19.0;0.0;725.47;286.44;77.43
10-25€;partsrunner-ebay;2018-01-14;2018;2018-01-01;2018-01-01;6;14.0;338.64;16.0;5.0;602.65;264.01;94.68
25-50€;partsrunner-ebay;2018-01-14;2018;2018-01-01;2018-01-01;6;17.0;977.22;24.0;7.0;1543.29;577.97;175.02
 0- 5€;partsrunner-daparto;2018-01-14;2018;2018-01-01;2018-01-01;6;0.6;13.33;3.0;0.0;28.45;15.12;8.97
 > 50€;partsrunner-daparto;2018-01-14;2018;2018-01-01;2018-01-01;6;0.2;117.24;4.0;0.0;171.14;53.9;24.37
10-25€;partsrunner-daparto;2018-01-14;2018;2018-01-01;2018-01-01;6;3.2;68.56;6.0;0.0;120.48;51.92;24.4
25-50€;partsrunner-daparto;2018-01-14;2018;2018-01-01;2018-01-01;6;4.0;140.22;4.0;0.0;218.6;78.38;32.42
 0- 5€;carmaster-ebay;2018-01-14;2018;2018-01-01;2018-01-01;6;3.0;8.9;3.0;0.0;37.59;28.69;16.59
10-25€;carmaster-ebay;2018-01-14;2018;2018-01-01;2018-01-01;6;1.0;16.47;1.0;0.0;31.98;15.51;9.82
 0- 5€;teufel-tyre24;2018-01-14;2018;2018-01-01;2018-01-01;6;0.75;13.03;3.0;0.0;28.17;15.14;8.84
 > 50€;teufel-tyre24;2018-01-14;2018;2018-01-01;2018-01-01;6;3.75;1006.46;10.0;0.0;1317.06;310.6;108.5
25-50€;teufel-tyre24;2018-01-14;2018;2018-01-01;2018-01-01;6;0.5;36.64;1.0;0.0;49.78;13.14;4.43
 0- 5€;teufel-shop;2018-01-15;2018;2018-01-01;2018-01-01;0;37.52;491.38;227.0;0.0;1493.34;1053.88;297.53
 5-10€;teufel-shop;2018-01-15;2018;2018-01-01;2018-01-01;0;34.25;875.46;200.0;0.0;1559.83;715.95;396.82
 > 50€;teufel-shop;2018-01-15;2018;2018-01-01;2018-01-01;0;25.17;3317.67;66.0;0.0;4472.15;1248.69;728.13
10-25€;teufel-shop;2018-01-15;2018;2018-01-01;2018-01-01;0;57.47;2602.44;271.0;0.0;4042.25;1515.4;849.12
25-50€;teufel-shop;2018-01-15;2018;2018-01-01;2018-01-01;0;41.57;2779.81;150.0;0.0;4084.09;1363.62;816.69
 0- 5€;teufel-ebay;2018-01-15;2018;2018-01-01;2018-01-01;0;23.0;34.26;78.0;0.0;128.64;96.45;24.45
 5-10€;teufel-ebay;2018-01-15;2018;2018-01-01;2018-01-01;0;14.0;93.03;15.0;0.0;226.98;137.44;42.33
 > 50€;teufel-ebay;2018-01-15;2018;2018-01-01;2018-01-01;0;9.0;621.54;14.0;3.0;954.12;381.57;109.24
10-25€;teufel-ebay;2018-01-15;2018;2018-01-01;2018-01-01;0;15.0;307.48;17.0;5.0;592.37;288.8;118.97
25-50€;teufel-ebay;2018-01-15;2018;2018-01-01;2018-01-01;0;13.0;584.76;13.0;6.0;882.37;314.78;82.66
 5-10€;teufel-daparto;2018-01-15;2018;2018-01-01;2018-01-01;0;2.83;18.06;4.0;0.0;41.01;25.26;8.44
 > 50€;teufel-daparto;2018-01-15;2018;2018-01-01;2018-01-01;0;2.83;283.69;5.0;0.0;379.97;96.28;23.26
10-25€;teufel-daparto;2018-01-15;2018;2018-01-01;2018-01-01;0;5.33;80.66;8.0;0.0;150.0;73.64;28.29
25-50€;teufel-daparto;2018-01-15;2018;2018-01-01;2018-01-01;0;1.0;38.66;2.0;0.0;56.22;17.56;-0.42
 0- 5€;partsrunner-shop;2018-01-15;2018;2018-01-01;2018-01-01;0;9.0;63.81;59.0;0.0;386.32;334.48;125.89
 5-10€;partsrunner-shop;2018-01-15;2018;2018-01-01;2018-01-01;0;16.83;439.08;101.0;0.0;787.43;350.21;227.06
 > 50€;partsrunner-shop;2018-01-15;2018;2018-01-01;2018-01-01;0;10.97;1563.93;179.0;0.0;2149.25;608.21;372.55
10-25€;partsrunner-shop;2018-01-15;2018;2018-01-01;2018-01-01;0;20.35;827.86;90.0;0.0;1296.3;497.41;280.8
25-50€;partsrunner-shop;2018-01-15;2018;2018-01-01;2018-01-01;0;14.75;1141.07;67.0;0.0;1674.46;589.92;327.73
 0- 5€;partsrunner-ebay;2018-01-15;2018;2018-01-01;2018-01-01;0;23.66;25.48;74.0;0.0;105.22;82.06;31.77
 5-10€;partsrunner-ebay;2018-01-15;2018;2018-01-01;2018-01-01;0;14.0;107.03;15.0;1.0;254.18;149.98;57.85
 > 50€;partsrunner-ebay;2018-01-15;2018;2018-01-01;2018-01-01;0;14.33;1330.21;17.0;2.0;2029.56;652.65;255.13
10-25€;partsrunner-ebay;2018-01-15;2018;2018-01-01;2018-01-01;0;18.66;341.75;21.0;3.0;651.67;317.62;104.26
25-50€;partsrunner-ebay;2018-01-15;2018;2018-01-01;2018-01-01;0;21.33;1002.7;24.0;9.0;1539.42;558.96;166.53
 0- 5€;partsrunner-daparto;2018-01-15;2018;2018-01-01;2018-01-01;0;1.5;9.82;3.0;0.0;28.02;18.2;10.13
 > 50€;partsrunner-daparto;2018-01-15;2018;2018-01-01;2018-01-01;0;2.0;100.92;3.0;0.0;148.26;47.34;17.72
10-25€;partsrunner-daparto;2018-01-15;2018;2018-01-01;2018-01-01;0;4.0;104.34;5.0;0.0;168.76;64.42;26.91
25-50€;partsrunner-daparto;2018-01-15;2018;2018-01-01;2018-01-01;0;2.5;121.0;3.0;0.0;174.89;53.89;18.66
 0- 5€;carmaster-ebay;2018-01-15;2018;2018-01-01;2018-01-01;0;2.0;6.78;2.0;0.0;31.97;25.19;14.05
 5-10€;carmaster-ebay;2018-01-15;2018;2018-01-01;2018-01-01;0;2.0;5.05;2.0;0.0;15.6;14.08;4.93
25-50€;carmaster-ebay;2018-01-15;2018;2018-01-01;2018-01-01;0;1.0;36.09;1.0;0.0;68.58;32.49;23.69
 0- 5€;teufel-tyre24;2018-01-15;2018;2018-01-01;2018-01-01;0;0.0;0.0;0.0;0.0;178.5;178.5;0.0
 > 50€;teufel-tyre24;2018-01-15;2018;2018-01-01;2018-01-01;0;10.56;1102.34;22.0;0.0;1511.67;409.33;156.78
10-25€;teufel-tyre24;2018-01-15;2018;2018-01-01;2018-01-01;0;2.7;88.17;5.0;0.0;144.24;56.07;29.04
25-50€;teufel-tyre24;2018-01-15;2018;2018-01-01;2018-01-01;0;3.73;275.89;8.0;0.0;391.05;115.16;46.73
 0- 5€;partsrunner-tyre24;2018-01-15;2018;2018-01-01;2018-01-01;0;1.0;2.91;1.0;0.0;132.83;129.92;6.89
 > 50€;partsrunner-tyre24;2018-01-15;2018;2018-01-01;2018-01-01;0;1.0;91.72;1.0;0.0;121.22;29.5;6.48
25-50€;partsrunner-tyre24;2018-01-15;2018;2018-01-01;2018-01-01;0;2.0;178.84;4.0;0.0;242.32;63.48;22.12
 0- 5€;teufel-shop;2018-01-16;2018;2018-01-01;2018-01-01;1;42.78;533.68;212.0;0.0;2059.53;1528.89;423.49
 5-10€;teufel-shop;2018-01-16;2018;2018-01-01;2018-01-01;1;49.46;1262.07;244.0;0.0;2246.18;991.04;577.78
 > 50€;teufel-shop;2018-01-16;2018;2018-01-01;2018-01-01;1;30.44;5601.37;171.0;0.0;7484.3;2059.07;1180.01
10-25€;teufel-shop;2018-01-16;2018;2018-01-01;2018-01-01;1;78.67;3645.55;324.0;0.0;5553.96;2015.8;1121.66
25-50€;teufel-shop;2018-01-16;2018;2018-01-01;2018-01-01;1;60.3;4976.28;211.0;0.0;7084.52;2222.36;1263.71
 0- 5€;teufel-ebay;2018-01-16;2018;2018-01-01;2018-01-01;1;22.0;15.75;90.0;0.0;65.38;51.5;7.23
 5-10€;teufel-ebay;2018-01-16;2018;2018-01-01;2018-01-01;1;6.0;38.35;6.0;0.0;111.49;73.14;31.6
 > 50€;teufel-ebay;2018-01-16;2018;2018-01-01;2018-01-01;1;8.0;764.65;9.0;4.0;1082.45;334.96;86.9
10-25€;teufel-ebay;2018-01-16;2018;2018-01-01;2018-01-01;1;21.0;515.16;25.0;11.0;935.1;431.73;143.47
25-50€;teufel-ebay;2018-01-16;2018;2018-01-01;2018-01-01;1;7.0;328.51;7.0;2.0;511.77;183.26;66.27
 0- 5€;teufel-daparto;2018-01-16;2018;2018-01-01;2018-01-01;1;0.5;4.09;1.0;0.0;13.32;9.23;4.49
 > 50€;teufel-daparto;2018-01-16;2018;2018-01-01;2018-01-01;1;3.0;300.15;3.0;0.0;401.12;118.48;22.75
10-25€;teufel-daparto;2018-01-16;2018;2018-01-01;2018-01-01;1;2.0;60.8;6.0;0.0;111.75;50.95;25.03
25-50€;teufel-daparto;2018-01-16;2018;2018-01-01;2018-01-01;1;4.5;223.62;7.0;0.0;341.07;117.45;41.65
 0- 5€;partsrunner-shop;2018-01-16;2018;2018-01-01;2018-01-01;1;9.25;97.09;49.0;0.0;293.89;199.16;81.44
 5-10€;partsrunner-shop;2018-01-16;2018;2018-01-01;2018-01-01;1;8.78;233.57;42.0;0.0;411.42;179.83;104.9
 > 50€;partsrunner-shop;2018-01-16;2018;2018-01-01;2018-01-01;1;7.78;1374.34;43.0;0.0;1890.41;561.24;337.65
10-25€;partsrunner-shop;2018-01-16;2018;2018-01-01;2018-01-01;1;13.46;667.33;63.0;0.0;1022.22;372.72;234.55
25-50€;partsrunner-shop;2018-01-16;2018;2018-01-01;2018-01-01;1;10.67;882.33;46.0;0.0;1275.07;420.28;236.85
 0- 5€;partsrunner-ebay;2018-01-16;2018;2018-01-01;2018-01-01;1;25.0;22.98;96.0;1.0;82.32;59.34;24.15
 5-10€;partsrunner-ebay;2018-01-16;2018;2018-01-01;2018-01-01;1;13.0;86.54;15.0;2.0;221.06;144.59;40.38
 > 50€;partsrunner-ebay;2018-01-16;2018;2018-01-01;2018-01-01;1;15.0;1459.15;22.0;2.0;2221.31;762.16;293.76
10-25€;partsrunner-ebay;2018-01-16;2018;2018-01-01;2018-01-01;1;28.5;542.46;33.0;6.0;1003.0;465.35;156.75
25-50€;partsrunner-ebay;2018-01-16;2018;2018-01-01;2018-01-01;1;32.5;1348.1;39.0;8.0;2101.79;796.73;236.53
10-25€;partsrunner-daparto;2018-01-16;2018;2018-01-01;2018-01-01;1;5.0;98.97;7.0;0.0;175.47;76.5;35.64
25-50€;partsrunner-daparto;2018-01-16;2018;2018-01-01;2018-01-01;1;5.0;184.93;6.0;0.0;273.0;88.07;25.19
 0- 5€;carmaster-ebay;2018-01-16;2018;2018-01-01;2018-01-01;1;1.0;0.33;1.0;0.0;8.71;8.38;4.67
 5-10€;carmaster-ebay;2018-01-16;2018;2018-01-01;2018-01-01;1;2.0;3.15;3.0;0.0;21.29;21.73;9.59
10-25€;carmaster-ebay;2018-01-16;2018;2018-01-01;2018-01-01;1;3.0;30.08;4.0;0.0;66.1;41.49;24.04
25-50€;carmaster-ebay;2018-01-16;2018;2018-01-01;2018-01-01;1;1.0;33.1;1.0;0.0;60.36;27.26;19.16
 0- 5€;teufel-tyre24;2018-01-16;2018;2018-01-01;2018-01-01;1;0.0;0.0;0.0;0.0;29.75;29.75;0.0
 > 50€;teufel-tyre24;2018-01-16;2018;2018-01-01;2018-01-01;1;6.0;434.53;9.0;0.0;595.37;181.19;60.62
10-25€;teufel-tyre24;2018-01-16;2018;2018-01-01;2018-01-01;1;2.5;66.75;4.0;0.0;114.68;47.93;25.79
25-50€;teufel-tyre24;2018-01-16;2018;2018-01-01;2018-01-01;1;3.5;126.02;5.0;0.0;209.73;91.86;47.49
 0- 5€;teufel-shop;2018-01-17;2018;2018-01-01;2018-01-01;2;35.81;484.57;214.0;0.0;1374.68;898.17;353.94
 5-10€;teufel-shop;2018-01-17;2018;2018-01-01;2018-01-01;2;36.46;974.38;226.0;0.0;1719.66;776.83;420.86
 > 50€;teufel-shop;2018-01-17;2018;2018-01-01;2018-01-01;2;22.69;3059.15;64.0;0.0;4200.77;1182.76;714.86
10-25€;teufel-shop;2018-01-17;2018;2018-01-01;2018-01-01;2;62.75;2621.25;274.0;0.0;3981.75;1447.05;791.72
25-50€;teufel-shop;2018-01-17;2018;2018-01-01;2018-01-01;2;44.1;3748.12;175.0;0.0;5317.39;1682.76;983.36
 0- 5€;teufel-ebay;2018-01-17;2018;2018-01-01;2018-01-01;2;20.0;24.7;55.0;0.0;112.02;87.32;36.17
 5-10€;teufel-ebay;2018-01-17;2018;2018-01-01;2018-01-01;2;6.0;57.18;7.0;2.0;183.86;126.68;60.32
 > 50€;teufel-ebay;2018-01-17;2018;2018-01-01;2018-01-01;2;14.0;1215.2;15.0;1.0;1783.88;591.24;174.83
10-25€;teufel-ebay;2018-01-17;2018;2018-01-01;2018-01-01;2;12.0;280.21;12.0;4.0;512.58;232.37;87.64
25-50€;teufel-ebay;2018-01-17;2018;2018-01-01;2018-01-01;2;15.0;715.53;17.0;5.0;1166.64;458.84;174.93
 5-10€;teufel-daparto;2018-01-17;2018;2018-01-01;2018-01-01;2;1.33;14.91;2.0;0.0;31.02;16.11;7.89
 > 50€;teufel-daparto;2018-01-17;2018;2018-01-01;2018-01-01;2;6.5;658.24;9.0;0.0;902.02;243.78;70.7
10-25€;teufel-daparto;2018-01-17;2018;2018-01-01;2018-01-01;2;2.5;51.61;3.0;0.0;93.62;42.01;19.69
25-50€;teufel-daparto;2018-01-17;2018;2018-01-01;2018-01-01;2;1.66;97.64;3.0;0.0;146.28;48.64;17.35
 0- 5€;partsrunner-shop;2018-01-17;2018;2018-01-01;2018-01-01;2;11.94;145.01;56.0;0.0;615.69;470.68;80.57
 5-10€;partsrunner-shop;2018-01-17;2018;2018-01-01;2018-01-01;2;11.77;231.24;46.0;0.0;433.71;206.58;124.46
 > 50€;partsrunner-shop;2018-01-17;2018;2018-01-01;2018-01-01;2;7.31;1126.89;15.0;0.0;1519.27;429.02;256.77
10-25€;partsrunner-shop;2018-01-17;2018;2018-01-01;2018-01-01;2;19.54;869.33;67.0;0.0;1312.45;451.46;261.78
25-50€;partsrunner-shop;2018-01-17;2018;2018-01-01;2018-01-01;2;11.41;803.4;33.0;0.0;1172.99;386.86;235.23
 0- 5€;partsrunner-ebay;2018-01-17;2018;2018-01-01;2018-01-01;2;19.0;19.45;49.0;0.0;74.99;58.22;21.36
 5-10€;partsrunner-ebay;2018-01-17;2018;2018-01-01;2018-01-01;2;13.0;75.99;14.0;2.0;192.55;127.18;34.82
